iter	RMSE
0	0.04060602396
1	0.04030184935
2	0.04010524971
3	0.03988113898
4	0.03967508998
5	0.0394452253
6	0.03924346531
77	0.0390716317688	0.0389249243599	0.03874229379110	0.03858172172111	0.03843776564112	0.03827579301313	0.03812175711414	0.03799672231515	0.03786200901616	0.037717082917	0.03757139558
18	0.03745279741
19	0.03733859107
20	0.03720408211
21	0.03707011684
22	0.03692125516
23	0.03683313223
24	0.03672376871
25	0.03661152453
26	0.03651616419
27	0.03642668638
28	0.03630390938
29	0.03622745551
30	0.03612294759
31	0.03601566596
32	0.03592198684
33	0.035813016
34	0.03575238243
35	0.03568179934
36	0.03558730843
37	0.0354985109
38	0.03542799658
39	0.03535170261
40	40	0.03517085141	41	0.03507183142442	0.03497355943443	0.03492076144444	0.0348893345	445	0.03482446	0.446	0.03474847	0.447	0.03469248	04848	0.0346349	049	0.0347130050	050	0.0346649651	051	0.0346240752	052	0.0345834553	053	0.0345026854	054	0.0344261855	055	0.0343636756	056	0.0342980857	057	0.0342534158	058	0.0342007759	059	0.0341369060	060	0.0340795861	061	0.0340320762	062	0.0339974363	063	0.0339596464	064	0.0338636765	065	0.0337842666	066	0.0337344467	067	0.0336859768	068	0.0336470069	069	0.0336027470	070	0.0335756871	071	0.0334971072	072	0.0334613973	073	0.0334216774	074	0.0333794675	75	0.03334450276	76	0.03331202577	77	0.03324465278	78	0.03320022179	79	0.03310765580	80	0.03305892781	81	0.0330108482	082	0.0329635383	083	0.0328920284	084	0.0328640285	085	0.0328407686	086	0.0328023087	087	0.0327609288	088	0.0327314289	0.03249026767
90	0.03243001879
91	091	0.0325941792	092	0.0325589593	093	0.0324930194	094	0.0324537195	095	0.0324135796	0.03213975915
97	0.03210431933
98	0.03204268629999	0.032011642710100	0.031977444610101	0.031935682110102	0.031896151210103	0.031859825810104	0.031826454105105	0.031784110106106	0.031745531107107	0.03167693310108	0.0315914503109	0.0109	0.03171110	0.03150181582
111	0.03145370139
112	0.0314153455
113	0.03138954933
114	0.03133321887
115	0.0115	0.03147116	0.0116	0.03143117	0.0117	0.0313118	0.03118	0.0313119	0.03119	0.031120	0.031120	0.031121	0.03121	0.0312122	0.03104180535
123	0.03100046446
124	0.03124	0.031125	0.030125	0.031126	0.030126	0.03127	0.0307127	0.0128	0.03073128	0.0129	0.03070129	0.0130	0.03067130	0.0131	0.03064131	0.0132	0.0306132	0.03133	0.0305133	0.03134	0.0305134	0.0135	0.0305135	0.0136	0.03053136	0.0137	0.03051123262
138	0.03048222217
139	0.0304362495
140	0.03040146651
141	0.0303764178
142	0.03034188418
143	0.03031693555
144	0.03029682497
145	0.03028007475
146	0.03025413642
147	0.03021332761
148	0.03018504352
149	0.03016494737
150	0.03014668569
151	0.03012730829
152	0.03010280749
153	0.03008122658
154	0.03005443837
155	0.03002971696
156	0.03000043772
157	0.02997595202
158	0.02995730466
159	0.02994256222
160	0.02992951624
161	0.02990483789
162	0.02988425314
163	0.02986062499
164	0.02982727597
165	0.02975768821
166	0.02973551252
167	0.02972176741
168	0.02969986086
169	0.02968296616
170	0.0296606207
171	0.02964732004
172	0.02961167302
173	0.02958702182
174	0.02954390105
175	0.02952533298
176	0.02950794006
177	0.0294378016
178	0.02942083097
179	0.02940712428
180	0.02937406226
181	0.02935822845
182	0.02933150399
183	0.02930528127
184	0.02928585236
185	0.02927077167
186	0.02925257531
187	0.02922962682
188	0.02918482987
189	0.02915374175
190	0.02912375449
191	0.02910169882
192	0.02907288457
193	0.02905894576
194	0.02903113062
195	0.02900436072
196	0.02897329033
197	0.02895325979
198	0.02888529558
199	0.02885003118
200	0.02883232744
201	0.0288063203
202	0.02877570942
203	0.02875073753
204	0.02870815281
205	0.02869009619
206	0.02866973538
207	0.0286458628
208	0.02862205172
209	0.02860981532
210	0.02859268276
211	0.02857580754
212	0.02855691957
213	0.02854032516
214	0.02851705745
215	0.02849451012
216	0.02847241414
217	0.02845118088
218	0.02843429434
219	0.02841357751
220	0.02834399071
221	0.02832387417
222	0.02831183191
223	0.02828176442
224	0.0282700287
225	0.02823865186
226	0.02821530761
227	0.02820408002
228	0.02818455595
229	0.02816591569
230	0.02814661173
231	0.02813209343
232	0.02811363431
233	0.02809868339
234	0.02808499858
235	0.0280254416
236	0.02799603884
237	0.02797799597
238	0.02794443041
239	0.02793028829
240	0.02791096074
241	0.02787376272
242	0.02785614619
243	0.02784305002
244	0.02782722346
245	0.02779785889
246	0.02778380897
247	0.02774888043
248	0.02773339169
249	0.02772331721
250	0.027696785
251	0.02768374626
252	0.02764927881
253	0.02763650032
254	0.0276223599
255	0.02760535432
256	0.02758883522
257	0.02757397545
258	0.02755087621
259	0.02752609905
260	0.02751739048
261	0.02749799257
262	0.02746480181
263	0.02744899104
264	0.0274267395
265	0.02740095988
266	0.02738564768
267	0.02737069824
268	0.02735622386
269	0.02728850337
270	0.02726450881
271	0.02720393177
272	0.02719571634
273	0.02717598919
274	0.02716804501
275	0.02715390046
276	0.0271462082
277	0.0271324498
278	0.02706701648
279	0.02700392535
280	0.02694238091
281	0.02693156878
282	0.02691783315
283	0.02685596999
284	0.0268392805
285	0.02682591772
286	0.02681318481
287	0.02678414258
288	0.02677370516
289	0.02675433395
290	0.02674223126
291	0.02673123459
292	0.0267193874
293	0.02666022812
294	0.02664996015
295	0.02663702424
296	0.02658001698
297	0.02655149801
298	0.02654449807
299	0.02653397537
300	0.02652614748
301	0.02651387934
302	0.02650124678
303	0.02649577641
304	0.02646380648
305	0.02645511906
306	0.026398649
307	0.0263462412
308	0.02629534337
309	0.02628300638
310	0.02627454658
311	0.02626399538
312	0.02624917
313	0.02622440521
314	0.02621896257
315	0.02620650201
316	0.02619457403
317	0.02614337632
318	0.02613677973
319	0.02613040773
320	0.02612184471
321	0.02607530069
322	0.02605944685
323	0.02605114673
324	0.02604313768
325	0.02599802466
326	0.02595086009
327	0.0259431079
328	0.02593468585
329	0.02592295848
330	0.02589596056
331	0.02588188387
332	0.02584939168
333	0.02584347704
334	0.02582977434
335	0.02582410766
336	0.02581663977
337	0.02581116191
338	0.02576465644
339	0.02575444692
340	0.02574568924
341	0.02574042837
342	0.02573536446
343	0.02573124713
344	0.02570670637
345	0.0256935768
346	0.02568632039
347	0.02564108561
348	0.0255954846
349	0.02558869285
350	0.02557813305
351	0.02555242839
352	0.0255426246
353	0.02553574518
354	0.02553087756
355	0.02550278917
356	0.02549706547
357	0.02548290615
358	0.02543980704
359	0.02541043423
360	0.02540095911
361	0.02535962844
362	0.0253535924
363	0.02534745839
364	0.02532762247
365	0.02531738433
366	0.02530999876
367	0.02528074086
368	0.02524309655
369	0.02523300347
370	0.02522610443
371	0.02519415678
372	0.02518463264
373	0.02514503671
374	0.02510665283
375	0.02506827644
376	0.0250473657
377	0.02502394811
378	0.0249989502
379	0.02497052629
380	0.02495924443
381	0.02493107746
382	0.02490579814
383	0.02488304804
384	0.02486417124
385	0.02485744662
386	0.02483724414
387	0.02480016108
388	0.02478289299
389	0.02476344267
390	0.02472710272
391	0.02470007298
392	0.02469344111
393	0.02468522808
394	0.02464243139
395	0.02463160154
396	0.02459771353
397	0.02458608668
398	0.02456854297
399	0.02454794275
400	0.0245416716
401	0.02452764376
402	0.02449361462
403	0.0244889123
404	0.02447871328
405	0.02446660815
406	0.0244596972
407	0.02445215633
408	0.02444056905
409	0.02440652455
410	0.02440077176
411	0.02438733447
412	0.02437819076
413	0.02437028041
414	0.02434950307
415	0.02433363558
416	0.02432666585
417	0.02432085747
418	0.02430389816
419	0.02427254811
420	0.02425595778
421	0.024223676
422	0.02420557524
423	0.02418749991
424	0.02418117773
425	0.0241613975
426	0.02414621556
427	0.02414066162
428	0.0241356417
429	0.02410552784
430	0.02408783765
431	0.02404675906
432	0.02404346843
433	0.0240316976
434	0.0240166968
435	0.02399706679
436	0.02398203558
437	0.02397037155
438	0.02395979513
439	0.02394381903
440	0.0239133586
441	0.02387469402
442	0.02387002704
443	0.0238412185
444	0.02382999787
445	0.02381304834
446	0.02380041738
447	0.02377203552
448	0.02375783023
449	0.02374503153
450	0.02374030141
451	0.0237269966
452	0.02370791642
453	0.02368944601
454	0.02368493437
455	0.02368066918
456	0.0236642767
457	0.02363611595
458	0.02362690051
459	0.02361240498
460	0.02358593177
461	0.02357160642
462	0.02355830424
463	0.02354812193
464	0.02353240007
465	0.02350421886
466	0.02349233745
467	0.02348332973
468	0.02347651619
469	0.02346321701
470	0.02343874351
471	0.02343021666
472	0.02340519015
473	0.02336628099
474	0.0233288428
475	0.02331876143
476	0.02329645591
477	0.02328414312
478	0.02327359413
479	0.02326249976
480	0.02323839031
481	0.02321254671
482	0.02318983001
483	0.02316863397
484	0.02315907699
485	0.02313841058
486	0.02313572273
487	0.0231275428
488	0.02312387878
489	0.0231065664
490	0.0230917471
491	0.02307133465
492	0.02305844418
493	0.02305400368
494	0.0230431164
495	0.02303222141
496	0.02301537582
497	0.02299285363
498	0.02298177325
499	0.02297821433
500	0.02296404372
501	0.02294181606
502	0.0229295402
503	0.02291042962
504	0.02289971197
505	0.02288567121
506	0.02287314621
507	0.02285684556
508	0.02285065725
509	0.022847613
510	0.02283866475
511	0.02282665248
512	0.02281703479
513	0.0227987269
514	0.02278155066
515	0.02277088027
516	0.02276011583
517	0.02274841076
518	0.02273640088
519	0.0227238788
520	0.0227055878
521	0.02268674309
522	0.02267735166
523	0.02265767688
524	0.02264632034
525	0.02263428807
526	0.02262984858
527	0.02260855855
528	0.02259641681
529	0.02258539597
530	0.02257619579
531	0.02256380229
532	0.02254754188
533	0.0225362177
534	0.02251707349
535	0.02250103679
536	0.02248653835
537	0.0224765503
538	0.02244390863
539	0.02243767735
540	0.02242787113
541	0.02241750856
542	0.02240152563
543	0.02239099927
544	0.02238447484
545	0.02237158298
546	0.02236420718
547	0.02235299246
548	0.02234413136
549	0.02233379396
550	0.02231802759
551	0.02230290955
552	0.02229234426
553	0.02226878255
554	0.02225615745
555	0.0222494751
556	0.02223410165
557	0.02222449966
558	0.02220952774
559	0.02219955931
560	0.02218575852
561	0.02217168473
562	0.02216277854
563	0.02215257522
564	0.02214400409
565	0.02213810882
566	0.02212440045
567	0.02211434821
568	0.02210894641
569	0.02209772589
570	0.02208742709
571	0.02207882014
572	0.02207006759
573	0.02206189338
574	0.02205385668
575	0.02204615051
576	0.02201682809
577	0.02200358312
578	0.02198605567
579	0.02197549264
580	0.02196442191
581	0.02195544521
582	0.02193924889
583	0.02192975837
584	0.02191435768
585	0.02190252323
586	0.02189477251
587	0.02188505669
588	0.02187436373
589	0.02186160615
590	0.02184877505
591	0.02183383207
592	0.02182195825
593	0.02181709078
594	0.02180909525
595	0.021800005
596	0.02178506195
597	0.0217681444
598	0.02174421643
599	0.02173062027
600	0.02172751805
601	0.02170760487
602	0.02169362888
603	0.02168610475
604	0.02167413154
605	0.02166548299
606	0.02165799401
607	0.0216501037
608	0.02164304165
609	0.02163205392
610	0.02162322523
611	0.02161356958
612	0.02160663469
613	0.02158746954
614	0.02158114931
615	0.02156778212
616	0.02154191833
617	0.02151942876
618	0.02151321057
619	0.02150290026
620	0.02149537675
621	0.02148521938
622	0.02147888368
623	0.02147508416
624	0.02146696391
625	0.02145607313
626	0.02144880812
627	0.02142544035
628	0.02141497382
629	0.02140182556
630	0.02138016001
631	0.02137422249
632	0.02135824567
633	0.02135270631
634	0.0213434779
635	0.02133099983
636	0.02132103887
637	0.0213107717
638	0.02130643394
639	0.0212855667
640	0.02127412028
641	0.02126514355
642	0.02125319494
643	0.02124338504
644	0.02123103335
645	0.02122359042
646	0.02121658712
647	0.02121053841
648	0.02120401036
649	0.02119457109
650	0.02118432876
651	0.0211657729
652	0.02115590573
653	0.02114516677
654	0.02113588536
655	0.02112767196
656	0.02111762143
657	0.0211105286
658	0.02109824605
659	0.0210919862
660	0.02108388002
661	0.0210720024
662	0.02105945002
663	0.0210540108
664	0.02104303087
665	0.02103404861
666	0.02101420473
667	0.02099485114
668	0.02098361592
669	0.02097210163
670	0.02096410526
671	0.02095224867
672	0.02094251053
673	0.02093778269
674	0.02092766694
675	0.02090947196
676	0.02090183771
677	0.02089168055
678	0.02087548211
679	0.02086850852
680	0.02086328463
681	0.02085605206
682	0.02084883373
683	0.02084002231
684	0.02081980472
685	0.02081154676
686	0.02079761695
687	0.02078900321
688	0.02077982723
689	0.02077157849
690	0.02076598763
691	0.02075641057
692	0.02074926965
693	0.02074098474
694	0.02072882857
695	0.0207214153
696	0.02070267635
697	0.02069253448
698	0.02068069129
699	0.02067151672
700	0.02065878754
701	0.02064467566
702	0.02063488261
703	0.02062544066
704	0.0206158918
705	0.02060999484
706	0.02059686066
707	0.0205830804
708	0.02056785129
709	0.02055882109
710	0.02055639861
711	0.02054587229
712	0.02053469417
713	0.02052599083
714	0.0205118541
715	0.02050344912
716	0.02049940532
717	0.02049023583
718	0.02047936765
719	0.02047135336
720	0.02046454911
721	0.02045090312
722	0.02044020983
723	0.02043020246
724	0.02042360993
725	0.02041861332
726	0.02040402518
727	0.02039746478
728	0.02038675563
729	0.02037494825
730	0.02036473462
731	0.02033570577
732	0.02032990546
733	0.02032751514
734	0.02032261373
735	0.02031287275
736	0.02030823441
737	0.02030029257
738	0.02029575881
739	0.02028435143
740	0.02027831734
741	0.02027201396
742	0.02025906022
743	0.02024950744
744	0.02024467357
745	0.02023395986
746	0.02022689421
747	0.02021769137
748	0.02020889159
749	0.02020280382
750	0.02019422709
751	0.02018380228
752	0.02017250428
753	0.02016288899
754	0.02015454556
755	0.02014434526
756	0.02013952621
757	0.02013375504
758	0.02013021217
759	0.02012220876
760	0.02011287868
761	0.02010637733
762	0.02009954372
763	0.02009234297
764	0.02008647384
765	0.02007850903
766	0.02007395982
767	0.02006711492
768	0.02006051077
769	0.02004955104
770	0.02004086592
771	0.02002729964
772	0.02001817572
773	0.02000830605
774	0.02000163667
775	0.01999196611
776	0.01998822382
777	0.01997271685
778	0.01996740771
779	0.01995819609
780	0.019949386
781	0.0199427426
782	0.01993443904
783	0.019930037
784	0.01991998678
785	0.01991165794
786	0.01990538685
787	0.01989714106
788	0.01988762213
789	0.01987961923
790	0.01987517919
791	0.01986398414
792	0.01984969578
793	0.01983667257
794	0.01982759178
795	0.01982452373
796	0.0198138997
797	0.01981065289
798	0.01980470615
799	0.01979871755
800	0.01978304059
801	0.01977604214
802	0.01977123046
803	0.01976744493
804	0.01975890511
805	0.01975062953
806	0.01974427272
807	0.01973808398
808	0.01972507256
809	0.01971845401
810	0.01971120398
811	0.01970539008
812	0.01969871648
813	0.01968728022
814	0.01967639004
815	0.01966952624
816	0.01966204769
817	0.01964559465
818	0.01964241764
819	0.01963374446
820	0.01962823223
821	0.01962066701
822	0.01961284417
823	0.01959991137
824	0.0195845287
825	0.01957726448
826	0.01956545772
827	0.01955812132
828	0.01955317205
829	0.01954466583
830	0.01953717025
831	0.01953293245
832	0.01952338401
833	0.01951852025
834	0.01951447537
835	0.0195031093
836	0.01949174598
837	0.01948745939
838	0.01947763939
839	0.01947300919
840	0.01946447957
841	0.01945910774
842	0.01944974028
843	0.01944503611
844	0.01943841464
845	0.0194281151
846	0.01941668572
847	0.01940713275
848	0.01939361075
849	0.01938543769
850	0.01937177039
851	0.0193649139
852	0.01935722748
853	0.019349107
854	0.0193379513
855	0.01933533294
856	0.01932609449
857	0.01932028122
858	0.0193128399
859	0.01930720358
860	0.01929702836
861	0.01929284358
862	0.01928467501
863	0.0192765568
864	0.01927100806
865	0.01926170518
866	0.01925815395
867	0.01924554461
868	0.01923680284
869	0.01922865929
870	0.01921979296
871	0.01921553673
872	0.01920974359
873	0.01920001915
